secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,19919;0,19805;0,00056;0,00058;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X4;;Plug-in Hybrid Electric Vehicle;;;;km;;0,12928;0,12851;0,00036;0,00041;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X5;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,20805;0,20682;0,00058;0,00065;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;km;;0,00000;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,00000;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;km;;0,05765;0,05720;0,00014;0,00031;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;miles;;0,09277;0,09205;0,00022;0,00050;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Battery Electric Vehicle;;;;km;;0,05225;0,05185;0,00012;0,00028;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Battery Electric Vehicle;;;;miles;;0,08410;0,08345;0,00020;0,00045;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Battery Electric Vehicle;;;;km;;0,06401;0,06351;0,00015;0,00035;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Battery Electric Vehicle;;;;miles;;0,10301;0,10221;0,00024;0,00056;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Battery Electric Vehicle;;;;km;;0,05161;0,05121;0,00012;0,00028;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Battery Electric Vehicle;;;;miles;;0,08305;0,08241;0,00019;0,00045;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Battery Electric Vehicle;;;;km;;0,00000;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Battery Electric Vehicle;;;;miles;;0,00000;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Battery Electric Vehicle;;;;km;;0,07784;0,07724;0,00018;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Battery Electric Vehicle;;;;miles;;0,12528;0,12431;0,00029;0,00068;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Battery Electric Vehicle;;;;km;;0,09935;0,09858;0,00023;0,00054;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Battery Electric Vehicle;;;;miles;;0,15988;0,15865;0,00037;0,00086;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X4;;Battery Electric Vehicle;;;;km;;0,08905;0,08836;0,00021;0,00048;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X5;;Battery Electric Vehicle;;;;miles;;0,14331;0,14220;0,00034;0,00077;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Battery Electric Vehicle;;;;km;;0,07093;0,07038;0,00017;0,00038;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Battery Electric Vehicle;;;;miles;;0,11416;0,11327;0,00027;0,00062;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Diesel;;;;km;;  0,14533 ;  0,14347 ;  0,00001 ;  0,00185 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Diesel;;;;miles;;  0,23389 ;  0,23089 ;  0,00002 ;  0,00298 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Diesel;;;;km;;  0,17353 ;  0,17167 ;  0,00001 ;  0,00185 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Diesel;;;;miles;;  0,27927 ;  0,27627 ;  0,00002 ;  0,00298 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Diesel;;;;km;;  0,2152  ;  0,21334 ;  0,00001 ;  0,00185 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Diesel;;;;miles;;  0,34634 ;  0,34334 ;  0,00002 ;  0,00298 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Diesel;;;;km;;  0,17753 ;  0,17567 ;  0,00001 ;  0,00185 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Diesel;;;;miles;;  0,28572 ;  0,28272 ;  0,00002 ;  0,00298 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Petrol;;;;km;;  0,15565 ;  0,1549  ;  0,00033 ;  0,00042 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Petrol;;;;miles;;  0,25049 ;  0,24928 ;  0,00054 ;  0,00067 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Petrol;;;;km;;  0,19386 ;  0,19311 ;  0,00033 ;  0,00042 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Petrol;;;;miles;;  0,312   ;  0,31079 ;  0,00054 ;  0,00067 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Petrol;;;;km;;  0,28411 ;  0,28336 ;  0,00033 ;  0,00042 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Petrol;;;;miles;;  0,45723 ;  0,45602 ;  0,00054 ;  0,00067 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Petrol;;;;km;;  0,18368 ;  0,18293 ;  0,00033 ;  0,00042 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Petrol;;;;miles;;  0,29561 ;  0,2944  ;  0,00054 ;  0,00067 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Unknown;;;;km;;  0,15201 ;  0,15087 ;  0,00022 ;  0,00092 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Unknown;;;;miles;;  0,24465 ;  0,2428  ;  0,00036 ;  0,00149 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Unknown;;;;km;;  0,18327 ;  0,18193 ;  0,00017 ;  0,00117 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Unknown;;;;miles;;  0,29494 ;  0,29279 ;  0,00027 ;  0,00188 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Unknown;;;;km;;  0,23373 ;  0,23216 ;  0,0001  ;  0,00147 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Unknown;;;;miles;;  0,37615 ;  0,37363 ;  0,00016 ;  0,00236 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Unknown;;;;km;;  0,18064 ;  0,17934 ;  0,00017 ;  0,00113 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Unknown;;;;miles;;  0,29072 ;  0,28862 ;  0,00028 ;  0,00182 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Plug-in Hybrid Electric Vehicle;;;;km;;0,06995;0,06948;0,00018;0,00029;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,11258;0,11182;0,00029;0,00047;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Plug-in Hybrid Electric Vehicle;;;;km;;0,11392;0,11325;0,00031;0,00036;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,18332;0,18225;0,00050;0,00057;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Plug-in Hybrid Electric Vehicle;;;;km;;0,13001;0,12924;0,00036;0,00041;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,20922;0,20799;0,00058;0,00065;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Plug-in Hybrid Electric Vehicle;;;;km;;0,12012;0,11941;0,00033;0,00038;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,19332;0,19218;0,00053;0,00061;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Battery Electric Vehicle;;;;km;;0,05463;0,05420;0,00013;0,00030;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Battery Electric Vehicle;;;;miles;;0,08790;0,08722;0,00021;0,00047;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Battery Electric Vehicle;;;;km;;0,06396;0,06346;0,00015;0,00035;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Battery Electric Vehicle;;;;miles;;0,10293;0,10213;0,00024;0,00056;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Battery Electric Vehicle;;;;km;;0,07803;0,07743;0,00018;0,00042;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Battery Electric Vehicle;;;;miles;;0,12559;0,12462;0,00029;0,00068;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Battery Electric Vehicle;;;;km;;0,06504;0,06454;0,00015;0,00035;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Battery Electric Vehicle;;;;miles;;0,10468;0,10386;0,00025;0,00057;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Hybrid;;;;km;;  0,10957 ;  0,10843 ;  0,00022 ;  0,00092 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;Hybrid;;;;miles;;  0,17635 ;  0,1745  ;  0,00036 ;  0,00149 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Hybrid;;;;km;;  0,11538 ;  0,11404 ;  0,00017 ;  0,00117 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;Hybrid;;;;miles;;  0,18569 ;  0,18354 ;  0,00027 ;  0,00188 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Hybrid;;;;km;;  0,16134 ;  0,15977 ;  0,0001  ;  0,00147 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;Hybrid;;;;miles;;  0,25964 ;  0,25712 ;  0,00016 ;  0,00236 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Hybrid;;;;km;;  0,12568 ;  0,12438 ;  0,00017 ;  0,00113 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;Hybrid;;;;miles;;  0,20227 ;  0,20017 ;  0,00028 ;  0,00182 ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;CNG;;;;km;;;;;;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;CNG;;;;miles;;;;;;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;CNG;;;;km;;  0,16324 ;  0,16107 ;  0,00167 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;CNG;;;;miles;;  0,26271 ;  0,25922 ;  0,00269 ;  0,0008  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;CNG;;;;km;;  0,23851 ;  0,23634 ;  0,00167 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;CNG;;;;miles;;  0,38385 ;  0,38036 ;  0,00269 ;  0,0008  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;CNG;;;;km;;  0,17925 ;  0,17708 ;  0,00167 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;CNG;;;;miles;;  0,28847 ;  0,28498 ;  0,00269 ;  0,0008  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;LPG;;;;km;;;;;;;;
Managed assets- vehicles;Managed cars (by size);;;;Small car;;LPG;;;;miles;;;;;;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;LPG;;;;km;;  0,18217 ;  0,1816  ;  0,00007 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Medium car;;LPG;;;;miles;;  0,29317 ;  0,29226 ;  0,00011 ;  0,0008  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;LPG;;;;km;;  0,26704 ;  0,26647 ;  0,00007 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Large car;;LPG;;;;miles;;  0,42975 ;  0,42884 ;  0,00011 ;  0,0008  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;LPG;;;;km;;  0,20022 ;  0,19965 ;  0,00007 ;  0,0005  ;;;
Managed assets- vehicles;Managed cars (by size);;;;Average car;;LPG;;;;miles;;  0,32222 ;  0,32131 ;  0,00011 ;  0,0008  ;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;Diesel;;;;km;;  0,14918;  0,14731;  0,00001;  0,00185;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;Diesel;;;;km;;  0,23471;  0,23284;  0,00001;  0,00185;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;Diesel;;;;km;;  0,27491;  0,27305;  0,00001;  0,00185;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;Diesel;;;;km;;  0,2568 ;  0,25493;  0,00001;  0,00185;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;Petrol;;;;km;;  0,2265 ;  0,22535;  0,00028;  0,00087;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;Petrol;;;;km;;  0,25225;  0,2511 ;  0,00028;  0,00087;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;Petrol;;;;km;;  0,3046 ;  0,30344;  0,00028;  0,00087;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;Petrol;;;;km;;  0,24917;  0,24802;  0,00028;  0,00087;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;Unknown;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;Unknown;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;Unknown;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;Unknown;;;;km;;  0,25654;  0,2547 ;  0,00002;  0,00182;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;;;;km;;0,05036;0,04997;0,00012;0,00027;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;;;;km;;0,06908;0,06855;0,00016;0,00037;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;;;;km;;0,10167;0,10088;0,00024;0,00055;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;Battery Electric Vehicle;;;;km;;0,06924;0,06871;0,00016;0,00037;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;CNG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;CNG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;CNG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;CNG;;;;km;;  0,24986;  0,24742;  0,0014 ;  0,00104;;;
Managed assets- vehicles;Managed vans;;;;Class I (up to 1.305 tonnes);;LPG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class II (1.305 to 1.74 tonnes);;LPG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Class III (1.74 to 3.5 tonnes);;LPG;;;;km;;;;;;;;
Managed assets- vehicles;Managed vans;;;;Average (up to 3.5 tonnes);;LPG;;;;km;;  0,27457;  0,27347;  0,00006;  0,00104;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;km;;0,45835;0,45131;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;km;;0,55083;0,54226;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>17 tonnes);;;0%;;;km;;0,76810;0,75450;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All rigids;;;0%;;;km;;0,65294;0,64422;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;km;;0,64923;0,63814;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>33t);;;0%;;;km;;0,67174;0,65855;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All artics;;;0%;;;km;;0,71260;0,69741;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All HGVs;;;0%;;;km;;0,68567;0,67340;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;km;;0,49759;0,49056;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;km;;0,62830;0,61972;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>17 tonnes);;;50%;;;km;;0,93372;0,92013;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All rigids;;;50%;;;km;;0,79425;0,78552;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;km;;0,80877;0,79768;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>33t);;;50%;;;km;;0,89126;0,87807;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All artics;;;50%;;;km;;0,88712;0,87194;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All HGVs;;;50%;;;km;;0,84520;0,83293;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;km;;0,53683;0,52980;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;km;;0,70576;0,69719;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>17 tonnes);;;100%;;;km;;1,09934;1,08575;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All rigids;;;100%;;;km;;0,93555;0,92683;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;km;;0,96830;0,95722;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>33t);;;100%;;;km;;1,11078;1,09758;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All artics;;;100%;;;km;;1,06164;1,04646;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All HGVs;;;100%;;;km;;1,00473;0,99246;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;km;;0,49680;0,48977;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;km;;0,60661;0,59803;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Rigid (>17 tonnes);;;Average;;;km;;0,96034;0,94674;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All rigids;;;Average;;;km;;0,80746;0,79873;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;km;;0,79282;0,78173;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;Articulated (>33t);;;Average;;;km;;0,94395;0,93075;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All artics;;;Average;;;km;;0,93428;0,91909;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV (all diesel);;;;All HGVs;;;Average;;;km;;0,87287;0,86061;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;km;;0,54533;0,53830;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;km;;0,65536;0,64678;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;0%;;;km;;0,91352;0,89992;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All rigids;;;0%;;;km;;0,77712;0,76839;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;km;;0,75195;0,74086;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Articulated (>33t);;;0%;;;km;;0,77775;0,76455;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All artics;;;0%;;;km;;0,82486;0,80967;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All HGVs;;;0%;;;km;;0,80368;0,79141;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;km;;0,59214;0,58511;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;km;;0,74775;0,73917;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;50%;;;km;;1,11108;1,09748;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All rigids;;;50%;;;km;;0,94565;0,93692;0,00027;0,00846;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;km;;0,93717;0,92608;0,00012;0,01097;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Articulated (>33t);;;50%;;;km;;1,03261;1,01941;0,00015;0,01305;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All artics;;;50%;;;km;;1,02748;1,01229;0,00015;0,01504;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All HGVs;;;50%;;;km;;0,99117;0,97890;0,00020;0,01207;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;km;;0,63894;0,63191;0,00016;0,00687;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;km;;0,84015;0,83157;0,00020;0,00838;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;km;;1,30862;1,29502;0,00032;0,01328;;;
Managed assets- vehicles;Managed HGV refrigerated (all diesel);;;;All rigids;;;100%;;;km;;1,11420;1,10547;0,00027;0,00846;;;
