secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X8;;Unknown;;;;km;;  0,05308;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X9;;Unknown;;;;miles;;  0,08542;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Unknown;;;;km;;  0,0469 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Unknown;;;;miles;;  0,07547;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,01315 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,02116 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02387 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,03842 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02648 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04263 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,03043 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04896 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,03661 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,05891 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02825 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04545 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X10;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,0285  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X11;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04587 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;km;;  0,00855 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Mini;;Battery Electric Vehicle;;;;miles;;  0,01376 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Supermini;;Battery Electric Vehicle;;;;km;;  0,00775 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Supermini;;Battery Electric Vehicle;;;;miles;;  0,01247 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Lower medium;;Battery Electric Vehicle;;;;km;;  0,0095  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Lower medium;;Battery Electric Vehicle;;;;miles;;  0,01528 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Upper medium;;Battery Electric Vehicle;;;;km;;  0,00765 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Upper medium;;Battery Electric Vehicle;;;;miles;;  0,01232 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Executive;;Battery Electric Vehicle;;;;km;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Executive;;Battery Electric Vehicle;;;;miles;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Luxury;;Battery Electric Vehicle;;;;km;;  0,01155 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Luxury;;Battery Electric Vehicle;;;;miles;;  0,01858 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Sports;;Battery Electric Vehicle;;;;km;;  0,01474 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Sports;;Battery Electric Vehicle;;;;miles;;  0,02371 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X12;;Battery Electric Vehicle;;;;km;;  0,01321 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;Dual purpose 4X13;;Battery Electric Vehicle;;;;miles;;  0,02125 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Battery Electric Vehicle;;;;km;;  0,01052 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by market segment);;;;MPV;;Battery Electric Vehicle;;;;miles;;  0,01693 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Diesel;;;;km;;  0,03427;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Diesel;;;;miles;;  0,05514;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Diesel;;;;km;;  0,041  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Diesel;;;;miles;;  0,06598;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Diesel;;;;km;;  0,05095;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Diesel;;;;miles;;  0,082  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Diesel;;;;km;;  0,04196;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Diesel;;;;miles;;  0,06752;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Petrol;;;;km;;  0,04221;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Petrol;;;;miles;;  0,06793;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Petrol;;;;km;;  0,05263;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Petrol;;;;miles;;  0,0847 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Petrol;;;;km;;  0,07722;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Petrol;;;;miles;;  0,12427;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Petrol;;;;km;;  0,04985;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Petrol;;;;miles;;  0,08023;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Unknown;;;;km;;  0,03941;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Unknown;;;;miles;;  0,06343;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Unknown;;;;km;;  0,04656;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Unknown;;;;miles;;  0,07494;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Unknown;;;;km;;  0,05801;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Unknown;;;;miles;;  0,09336;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Unknown;;;;km;;  0,04594;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Unknown;;;;miles;;  0,07394;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,01315 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,02116 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02557 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04114 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02876 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04629 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Plug-in Hybrid Electric Vehicle;;;;km;;  0,02651 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Plug-in Hybrid Electric Vehicle;;;;miles;;  0,04266 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Battery Electric Vehicle;;;;km;;  0,0081  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Battery Electric Vehicle;;;;miles;;  0,01304 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Battery Electric Vehicle;;;;km;;  0,00948 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Battery Electric Vehicle;;;;miles;;  0,01526 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Battery Electric Vehicle;;;;km;;  0,01157 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Battery Electric Vehicle;;;;miles;;  0,01862 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Battery Electric Vehicle;;;;km;;  0,00965 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Battery Electric Vehicle;;;;miles;;  0,01552 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Hybrid;;;;km;;  0,02833;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;Hybrid;;;;miles;;  0,04558;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Hybrid;;;;km;;  0,02919;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;Hybrid;;;;miles;;  0,04698;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Hybrid;;;;km;;  0,03992;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;Hybrid;;;;miles;;  0,06425;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Hybrid;;;;km;;  0,03186;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;Hybrid;;;;miles;;  0,05128;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;CNG;;;;km;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;CNG;;;;miles;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;CNG;;;;km;;  0,03242;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;CNG;;;;miles;;  0,05218;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;CNG;;;;km;;  0,04757;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;CNG;;;;miles;;  0,07656;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;CNG;;;;km;;  0,03564;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;CNG;;;;miles;;  0,05736;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;LPG;;;;km;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Small car;;LPG;;;;miles;;;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;LPG;;;;km;;  0,02287;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Medium car;;LPG;;;;miles;;  0,0368 ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;LPG;;;;km;;  0,03355;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Large car;;LPG;;;;miles;;  0,054  ;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;LPG;;;;km;;  0,02514;;;;;;
WTT- pass vehs & travel- land;WTT- cars (by size);;;;Average car;;LPG;;;;miles;;  0,04046;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Small;;;;;;km;;  0,02248;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Small;;;;;;miles;;  0,03617;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Medium;;;;;;km;;  0,02729;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Medium;;;;;;miles;;  0,04391;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Large;;;;;;km;;  0,0363 ;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Large;;;;;;miles;;  0,05842;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Average;;;;;;km;;  0,03074;;;;;;
WTT- pass vehs & travel- land;WTT- motorbike;;;;Average;;;;;;miles;;  0,04947;;;;;;
WTT- pass vehs & travel- land;WTT- taxis;;;;Regular taxi;;;;;;passenger.km;;  0,03633;;;;;;
WTT- pass vehs & travel- land;WTT- taxis;;;;Regular taxi;;;;;;km;;  0,05086;;;;;;
WTT- pass vehs & travel- land;WTT- taxis;;;;Black cab;;;;;;passenger.km;;  0,05086;;;;;;
WTT- pass vehs & travel- land;WTT- taxis;;;;Black cab;;;;;;km;;  0,07629;;;;;;
WTT- pass vehs & travel- land;WTT- bus;;;;Local bus (not London);;;;;;passenger.km;;  0,02837 ;;;;;;
WTT- pass vehs & travel- land;WTT- bus;;;;Local London bus;;;;;;passenger.km;;  0,01707 ;;;;;;
WTT- pass vehs & travel- land;WTT- bus;;;;Average local bus;;;;;;passenger.km;;  0,02387 ;;;;;;
WTT- pass vehs & travel- land;WTT- bus;;;;Coach;;;;;;passenger.km;;  0,00657 ;;;;;;
WTT- pass vehs & travel- land;WTT- rail;;;;National rail;;;;;;passenger.km;;  0,00852 ;;;;;;
WTT- pass vehs & travel- land;WTT- rail;;;;International rail;;;;;;passenger.km;;  0,00182 ;;;;;;
WTT- pass vehs & travel- land;WTT- rail;;;;Light rail and tram;;;;;;passenger.km;;  0,00588 ;;;;;;
WTT- pass vehs & travel- land;WTT- rail;;;;London Underground;;;;;;passenger.km;;  0,00558 ;;;;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;Diesel;;;;tonne.km;;  0,63206;  0,62415;  0,00005;  0,00785;;;
Freighting goods;Vans;;;;;;Diesel;;;;km;;  0,14918;  0,14731;  0,00001;  0,00185;;;
Freighting goods;Vans;;;;;;Diesel;;;;miles;;  0,24008;  0,23708;  0,00002;  0,00298;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;Diesel;;;;tonne.km;;  0,65111;  0,64594;  0,00004;  0,00514;;;
Freighting goods;Vans;;;;;;Diesel;;;;km;;  0,23471;  0,23284;  0,00001;  0,00185;;;
Freighting goods;Vans;;;;;;Diesel;;;;miles;;  0,37773;  0,37472;  0,00002;  0,00298;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;Diesel;;;;tonne.km;;  0,51618;  0,51268;  0,00002;  0,00348;;;
Freighting goods;Vans;;;;;;Diesel;;;;km;;  0,27491;  0,27305;  0,00001;  0,00185;;;
Freighting goods;Vans;;;;;;Diesel;;;;miles;;  0,44243;  0,43943;  0,00002;  0,00298;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;Diesel;;;;tonne.km;;  0,54441;  0,54045;  0,00003;  0,00393;;;
Freighting goods;Vans;;;;;;Diesel;;;;km;;  0,2568 ;  0,25493;  0,00001;  0,00185;;;
Freighting goods;Vans;;;;;;Diesel;;;;miles;;  0,41328;  0,41028;  0,00002;  0,00298;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;Petrol;;;;tonne.km;;  0,9623 ;  0,95741;  0,00117;  0,00372;;;
Freighting goods;Vans;;;;;;Petrol;;;;km;;  0,2265 ;  0,22535;  0,00028;  0,00087;;;
Freighting goods;Vans;;;;;;Petrol;;;;miles;;  0,36452;  0,36267;  0,00044;  0,00141;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;Petrol;;;;tonne.km;;  0,95734;  0,95297;  0,00105;  0,00332;;;
Freighting goods;Vans;;;;;;Petrol;;;;km;;  0,25225;  0,2511 ;  0,00028;  0,00087;;;
Freighting goods;Vans;;;;;;Petrol;;;;miles;;  0,40595;  0,4041 ;  0,00044;  0,00141;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;Petrol;;;;tonne.km;;  0,57148;  0,56932;  0,00052;  0,00164;;;
Freighting goods;Vans;;;;;;Petrol;;;;km;;  0,3046 ;  0,30344;  0,00028;  0,00087;;;
Freighting goods;Vans;;;;;;Petrol;;;;miles;;  0,4902 ;  0,48835;  0,00044;  0,00141;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;Petrol;;;;tonne.km;;  0,8115 ;  0,80775;  0,0009 ;  0,00285;;;
Freighting goods;Vans;;;;;;Petrol;;;;km;;  0,24917;  0,24802;  0,00028;  0,00087;;;
Freighting goods;Vans;;;;;;Petrol;;;;miles;;  0,40101;  0,39916;  0,00044;  0,00141;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;CNG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;CNG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;CNG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;CNG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;CNG;;;;tonne.km;;  0,5297 ;  0,52453;  0,00296;  0,00221;;;
Freighting goods;Vans;;;;;;CNG;;;;km;;  0,24986;  0,24742;  0,0014 ;  0,00104;;;
Freighting goods;Vans;;;;;;CNG;;;;miles;;  0,40211;  0,39819;  0,00225;  0,00168;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;LPG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;LPG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;LPG;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;LPG;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;LPG;;;;tonne.km;;  0,58208;  0,57975;  0,00012;  0,00221;;;
Freighting goods;Vans;;;;;;LPG;;;;km;;  0,27457;  0,27347;  0,00006;  0,00104;;;
Freighting goods;Vans;;;;;;LPG;;;;miles;;  0,44188;  0,44011;  0,00009;  0,00168;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;Unknown;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;Unknown;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;Unknown;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Unknown;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;Unknown;;;;tonne.km;;  0,55039;  0,54644;  0,00005;  0,0039 ;;;
Freighting goods;Vans;;;;;;Unknown;;;;km;;  0,25654;  0,2547 ;  0,00002;  0,00182;;;
Freighting goods;Vans;;;;;;Unknown;;;;miles;;  0,41286;  0,4099 ;  0,00003;  0,00293;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;Plug-in Hybrid Electric Vehicle;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;Plug-in Hybrid Electric Vehicle;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;Plug-in Hybrid Electric Vehicle;;;;tonne.km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Freighting goods;Vans;;;;;;Plug-in Hybrid Electric Vehicle;;;;miles;;;;;;;;
Freighting goods;Vans;;;;Class I (up to 1.305 tonnes);;Battery Electric Vehicle;;;;tonne.km;;  0,32928;  0,32673;  0,00077;  0,00178;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;km;;  0,05036;  0,04997;  0,00012;  0,00027;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;miles;;  0,08104;  0,08042;  0,00019;  0,00043;;;
Freighting goods;Vans;;;;Class II (1.305 to 1.74 tonnes);;Battery Electric Vehicle;;;;tonne.km;;  0,34395;  0,34128;  0,00081;  0,00186;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;km;;  0,06908;  0,06855;  0,00016;  0,00037;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;miles;;  0,11118;  0,11032;  0,00026;  0,0006 ;;;
Freighting goods;Vans;;;;Class III (1.74 to 3.5 tonnes);;Battery Electric Vehicle;;;;tonne.km;;  0,33791;  0,33529;  0,00079;  0,00183;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;km;;  0,10167;  0,10088;  0,00024;  0,00055;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;miles;;  0,16363;  0,16235;  0,00039;  0,00089;;;
Freighting goods;Vans;;;;Average (up to 3.5 tonnes);;Battery Electric Vehicle;;;;tonne.km;;  0,34383;  0,34116;  0,00081;  0,00186;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;km;;  0,06924;  0,06871;  0,00016;  0,00037;;;
Freighting goods;Vans;;;;;;Battery Electric Vehicle;;;;miles;;  0,11144;  0,11058;  0,00026;  0,0006 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;km;; 0,45835 ; 0,45131 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;miles;; 0,73764 ; 0,72631 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;km;; 0,55083 ; 0,54226 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;miles;; 0,88647 ; 0,87268 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;0%;;;km;; 0,76810 ; 0,75450 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;0%;;;miles;; 1,23614 ; 1,21425 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;0%;;;km;; 0,65294 ; 0,64422 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;0%;;;miles;; 1,05081 ; 1,03677 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;km;; 0,64923 ; 0,63814 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;miles;; 1,04483 ; 1,02699 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;0%;;;km;; 0,67174 ; 0,65855 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;0%;;;miles;; 1,08106 ; 1,05983 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;All artics;;;0%;;;km;; 0,71260 ; 0,69741 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;0%;;;miles;; 1,14682 ; 1,12237 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;0%;;;km;; 0,68567 ; 0,67340 ; 0,00020 ; 0,01207 ;;;
